filename	ns	tau	n	tp	fp	fn	pr	rc	cov	mi	ru	f	s	pr_micro	rc_micro	f_micro
blast_predictions.tsv	molecular_function	0.810	200.000	0.265	1.758	3.236	0.212	0.072	0.216	1.758	3.236	0.107	3.683	0.131	0.076	0.096
blast_predictions.tsv	molecular_function	0.820	191.000	0.257	1.662	3.245	0.219	0.068	0.206	1.662	3.245	0.104	3.646	0.134	0.073	0.095
blast_predictions.tsv	molecular_function	0.830	183.000	0.252	1.594	3.249	0.225	0.067	0.197	1.594	3.249	0.103	3.619	0.137	0.072	0.094
blast_predictions.tsv	molecular_function	0.840	177.000	0.242	1.460	3.260	0.235	0.065	0.191	1.460	3.260	0.102	3.572	0.142	0.069	0.093
blast_predictions.tsv	molecular_function	0.850	170.000	0.227	1.449	3.275	0.211	0.061	0.183	1.449	3.275	0.094	3.581	0.135	0.065	0.088
blast_predictions.tsv	molecular_function	0.860	162.000	0.216	1.383	3.286	0.204	0.058	0.175	1.383	3.286	0.090	3.565	0.135	0.062	0.085
blast_predictions.tsv	molecular_function	0.870	153.000	0.203	1.299	3.299	0.197	0.054	0.165	1.299	3.299	0.085	3.545	0.135	0.058	0.081
blast_predictions.tsv	molecular_function	0.880	147.000	0.198	1.218	3.303	0.207	0.053	0.159	1.218	3.303	0.084	3.521	0.140	0.057	0.081
blast_predictions.tsv	molecular_function	0.890	143.000	0.193	1.122	3.309	0.208	0.050	0.154	1.122	3.309	0.081	3.494	0.147	0.055	0.080
blast_predictions.tsv	molecular_function	0.900	138.000	0.192	1.052	3.310	0.214	0.049	0.149	1.052	3.310	0.080	3.473	0.154	0.055	0.081
blast_predictions.tsv	molecular_function	0.910	126.000	0.143	1.001	3.358	0.192	0.043	0.136	1.001	3.358	0.070	3.504	0.125	0.041	0.062
blast_predictions.tsv	molecular_function	0.920	116.000	0.134	0.945	3.368	0.211	0.039	0.125	0.945	3.368	0.066	3.498	0.124	0.038	0.058
blast_predictions.tsv	molecular_function	0.930	107.000	0.118	0.896	3.384	0.202	0.036	0.115	0.896	3.384	0.061	3.501	0.116	0.034	0.052
blast_predictions.tsv	molecular_function	0.940	91.000	0.094	0.718	3.408	0.202	0.030	0.098	0.718	3.408	0.052	3.483	0.116	0.027	0.044
blast_predictions.tsv	molecular_function	0.950	79.000	0.088	0.633	3.413	0.232	0.028	0.085	0.633	3.413	0.049	3.471	0.123	0.025	0.042
blast_predictions.tsv	molecular_function	0.960	70.000	0.083	0.518	3.419	0.235	0.024	0.076	0.518	3.419	0.043	3.458	0.138	0.024	0.040
blast_predictions.tsv	molecular_function	0.970	52.000	0.071	0.408	3.430	0.247	0.020	0.056	0.408	3.430	0.037	3.455	0.149	0.020	0.036
blast_predictions.tsv	molecular_function	0.980	38.000	0.050	0.354	3.452	0.186	0.014	0.041	0.354	3.452	0.025	3.470	0.123	0.014	0.025
blast_predictions.tsv	molecular_function	0.990	29.000	0.042	0.256	3.460	0.183	0.011	0.031	0.256	3.460	0.020	3.469	0.141	0.012	0.022
blast_predictions.tsv	cellular_component	0.010	1586.000	2.880	132.212	0.844	0.038	0.767	0.997	132.212	0.844	0.072	132.215	0.021	0.773	0.041
blast_predictions.tsv	cellular_component	0.020	1586.000	2.880	132.212	0.844	0.038	0.767	0.997	132.212	0.844	0.072	132.215	0.021	0.773	0.041
blast_predictions.tsv	cellular_component	0.030	1586.000	2.880	132.212	0.844	0.038	0.767	0.997	132.212	0.844	0.072	132.215	0.021	0.773	0.041
blast_predictions.tsv	cellular_component	0.040	1586.000	2.880	132.212	0.844	0.038	0.767	0.997	132.212	0.844	0.072	132.215	0.021	0.773	0.041
blast_predictions.tsv	cellular_component	0.050	1586.000	2.880	132.212	0.844	0.038	0.767	0.997	132.212	0.844	0.072	132.215	0.021	0.773	0.041
blast_predictions.tsv	cellular_component	0.060	1586.000	2.880	132.212	0.844	0.038	0.767	0.997	132.212	0.844	0.072	132.215	0.021	0.773	0.041
blast_predictions.tsv	cellular_component	0.070	1586.000	2.880	132.212	0.844	0.038	0.767	0.997	132.212	0.844	0.072	132.215	0.021	0.773	0.041
blast_predictions.tsv	cellular_component	0.080	1586.000	2.880	132.212	0.844	0.038	0.767	0.997	132.212	0.844	0.072	132.215	0.021	0.773	0.041
blast_predictions.tsv	cellular_component	0.090	1586.000	2.880	132.212	0.844	0.038	0.767	0.997	132.212	0.844	0.072	132.215	0.021	0.773	0.041
blast_predictions.tsv	cellular_component	0.100	1586.000	2.880	132.212	0.844	0.038	0.767	0.997	132.212	0.844	0.072	132.215	0.021	0.773	0.041
blast_predictions.tsv	cellular_component	0.110	1586.000	2.880	132.212	0.844	0.038	0.767	0.997	132.212	0.844	0.072	132.215	0.021	0.773	0.041
blast_predictions.tsv	cellular_component	0.120	1586.000	2.880	132.212	0.844	0.038	0.767	0.997	132.212	0.844	0.072	132.215	0.021	0.773	0.041
blast_predictions.tsv	cellular_component	0.130	1586.000	2.880	132.212	0.844	0.038	0.767	0.997	132.212	0.844	0.072	132.215	0.021	0.773	0.041
blast_predictions.tsv	cellular_component	0.140	1586.000	2.880	132.212	0.844	0.038	0.767	0.997	132.212	0.844	0.072	132.215	0.021	0.773	0.041
blast_predictions.tsv	cellular_component	0.150	1586.000	2.880	132.212	0.844	0.038	0.767	0.997	132.212	0.844	0.072	132.215	0.021	0.773	0.041
blast_predictions.tsv	cellular_component	0.160	1586.000	2.880	132.208	0.844	0.038	0.767	0.997	132.208	0.844	0.072	132.210	0.021	0.773	0.041
blast_predictions.tsv	cellular_component	0.170	1586.000	2.880	132.201	0.844	0.038	0.767	0.997	132.201	0.844	0.072	132.204	0.021	0.773	0.041
blast_predictions.tsv	cellular_component	0.180	1586.000	2.880	132.166	0.844	0.038	0.767	0.997	132.166	0.844	0.073	132.169	0.021	0.773	0.042
blast_predictions.tsv	cellular_component	0.190	1586.000	2.877	132.061	0.847	0.038	0.765	0.997	132.061	0.847	0.073	132.064	0.021	0.773	0.042
blast_predictions.tsv	cellular_component	0.200	1586.000	2.877	131.675	0.847	0.038	0.765	0.997	131.675	0.847	0.073	131.678	0.021	0.773	0.042
blast_predictions.tsv	cellular_component	0.210	1586.000	2.872	130.950	0.852	0.039	0.764	0.997	130.950	0.852	0.073	130.952	0.021	0.771	0.042
blast_predictions.tsv	cellular_component	0.220	1586.000	2.865	129.472	0.859	0.039	0.763	0.997	129.472	0.859	0.074	129.475	0.022	0.769	0.042
blast_predictions.tsv	cellular_component	0.230	1585.000	2.845	126.926	0.879	0.039	0.757	0.997	126.926	0.879	0.075	126.929	0.022	0.764	0.043
blast_predictions.tsv	cellular_component	0.240	1585.000	2.819	123.052	0.905	0.040	0.751	0.997	123.052	0.905	0.076	123.056	0.022	0.757	0.044
blast_predictions.tsv	cellular_component	0.250	1585.000	2.784	118.933	0.940	0.042	0.742	0.997	118.933	0.940	0.079	118.936	0.023	0.748	0.044
blast_predictions.tsv	cellular_component	0.260	1584.000	2.706	112.985	1.018	0.042	0.723	0.996	112.985	1.018	0.080	112.989	0.023	0.727	0.045
blast_predictions.tsv	cellular_component	0.270	1581.000	2.653	106.537	1.070	0.045	0.706	0.994	106.537	1.070	0.084	106.542	0.024	0.713	0.047
blast_predictions.tsv	cellular_component	0.280	1578.000	2.579	99.248	1.145	0.047	0.685	0.992	99.248	1.145	0.088	99.255	0.025	0.692	0.049
blast_predictions.tsv	cellular_component	0.290	1570.000	2.479	91.202	1.245	0.049	0.656	0.987	91.202	1.245	0.092	91.210	0.026	0.666	0.051
blast_predictions.tsv	cellular_component	0.300	1566.000	2.382	84.145	1.342	0.051	0.628	0.985	84.145	1.342	0.094	84.155	0.028	0.640	0.053
blast_predictions.tsv	cellular_component	0.310	1560.000	2.260	76.478	1.464	0.054	0.597	0.981	76.478	1.464	0.099	76.492	0.029	0.607	0.055
blast_predictions.tsv	cellular_component	0.320	1547.000	2.158	69.932	1.566	0.056	0.569	0.973	69.932	1.566	0.103	69.950	0.030	0.579	0.057
blast_predictions.tsv	cellular_component	0.330	1538.000	2.014	62.853	1.710	0.058	0.532	0.967	62.853	1.710	0.105	62.876	0.031	0.541	0.059
blast_predictions.tsv	cellular_component	0.340	1526.000	1.913	56.872	1.811	0.062	0.506	0.960	56.872	1.811	0.111	56.901	0.033	0.514	0.061
blast_predictions.tsv	cellular_component	0.350	1500.000	1.836	51.468	1.887	0.066	0.486	0.943	51.468	1.887	0.116	51.503	0.034	0.493	0.064
blast_predictions.tsv	cellular_component	0.360	1479.000	1.729	46.475	1.995	0.069	0.462	0.930	46.475	1.995	0.120	46.518	0.036	0.464	0.067
blast_predictions.tsv	cellular_component	0.370	1460.000	1.628	41.348	2.096	0.071	0.433	0.918	41.348	2.096	0.122	41.401	0.038	0.437	0.070
blast_predictions.tsv	cellular_component	0.380	1432.000	1.551	36.734	2.173	0.072	0.410	0.901	36.734	2.173	0.123	36.798	0.041	0.416	0.074
blast_predictions.tsv	cellular_component	0.390	1394.000	1.457	32.830	2.267	0.076	0.383	0.877	32.830	2.267	0.127	32.908	0.043	0.391	0.077
blast_predictions.tsv	cellular_component	0.400	1374.000	1.380	29.829	2.344	0.077	0.360	0.864	29.829	2.344	0.127	29.921	0.044	0.371	0.079
blast_predictions.tsv	cellular_component	0.410	1336.000	1.292	26.284	2.432	0.081	0.338	0.840	26.284	2.432	0.130	26.397	0.047	0.347	0.083
blast_predictions.tsv	cellular_component	0.420	1304.000	1.231	23.753	2.493	0.084	0.321	0.820	23.753	2.493	0.133	23.884	0.049	0.331	0.086
blast_predictions.tsv	cellular_component	0.430	1279.000	1.163	21.751	2.561	0.085	0.301	0.804	21.751	2.561	0.133	21.901	0.051	0.312	0.087
blast_predictions.tsv	cellular_component	0.440	1245.000	1.128	19.891	2.596	0.090	0.291	0.783	19.891	2.596	0.138	20.059	0.054	0.303	0.091
blast_predictions.tsv	cellular_component	0.450	1216.000	1.072	18.226	2.652	0.093	0.276	0.765	18.226	2.652	0.139	18.418	0.056	0.288	0.093
blast_predictions.tsv	cellular_component	0.460	1189.000	1.023	16.758	2.701	0.095	0.261	0.748	16.758	2.701	0.140	16.974	0.058	0.275	0.095
blast_predictions.tsv	cellular_component	0.470	1158.000	0.983	15.479	2.741	0.100	0.250	0.728	15.479	2.741	0.143	15.719	0.060	0.264	0.097
blast_predictions.tsv	cellular_component	0.480	1136.000	0.935	14.341	2.789	0.102	0.238	0.714	14.341	2.789	0.143	14.610	0.061	0.251	0.098
blast_predictions.tsv	cellular_component	0.490	1118.000	0.889	13.233	2.835	0.103	0.226	0.703	13.233	2.835	0.142	13.534	0.063	0.239	0.100
blast_predictions.tsv	cellular_component	0.500	1099.000	0.853	12.637	2.870	0.102	0.218	0.691	12.637	2.870	0.139	12.959	0.063	0.229	0.099
blast_predictions.tsv	cellular_component	0.510	1059.000	0.815	11.581	2.909	0.104	0.207	0.666	11.581	2.909	0.138	11.941	0.066	0.219	0.101
blast_predictions.tsv	cellular_component	0.520	1035.000	0.782	10.751	2.942	0.107	0.197	0.651	10.751	2.942	0.139	11.146	0.068	0.210	0.102
blast_predictions.tsv	cellular_component	0.530	1005.000	0.736	10.035	2.988	0.107	0.187	0.632	10.035	2.988	0.136	10.471	0.068	0.198	0.102
blast_predictions.tsv	cellular_component	0.540	971.000	0.692	9.477	3.031	0.106	0.177	0.611	9.477	3.031	0.132	9.950	0.068	0.186	0.100
blast_predictions.tsv	cellular_component	0.550	943.000	0.671	8.891	3.053	0.110	0.170	0.593	8.891	3.053	0.134	9.400	0.070	0.180	0.101
blast_predictions.tsv	cellular_component	0.560	914.000	0.630	8.206	3.094	0.111	0.164	0.575	8.206	3.094	0.132	8.769	0.071	0.169	0.100
blast_predictions.tsv	cellular_component	0.570	887.000	0.590	7.688	3.134	0.109	0.154	0.558	7.688	3.134	0.128	8.302	0.071	0.158	0.098
blast_predictions.tsv	cellular_component	0.580	858.000	0.557	7.275	3.167	0.111	0.148	0.540	7.275	3.167	0.127	7.935	0.071	0.150	0.096
blast_predictions.tsv	cellular_component	0.590	839.000	0.542	6.958	3.182	0.114	0.146	0.528	6.958	3.182	0.128	7.651	0.072	0.145	0.096
blast_predictions.tsv	cellular_component	0.600	818.000	0.515	6.591	3.209	0.113	0.139	0.514	6.591	3.209	0.124	7.331	0.072	0.138	0.095
blast_predictions.tsv	cellular_component	0.610	795.000	0.496	6.277	3.228	0.112	0.135	0.500	6.277	3.228	0.123	7.058	0.073	0.133	0.094
blast_predictions.tsv	cellular_component	0.620	783.000	0.454	6.066	3.270	0.108	0.126	0.492	6.066	3.270	0.116	6.891	0.070	0.122	0.089
blast_predictions.tsv	cellular_component	0.630	763.000	0.441	5.864	3.283	0.110	0.121	0.480	5.864	3.283	0.115	6.721	0.070	0.118	0.088
blast_predictions.tsv	cellular_component	0.640	748.000	0.427	5.629	3.297	0.111	0.116	0.470	5.629	3.297	0.114	6.523	0.071	0.115	0.087
blast_predictions.tsv	cellular_component	0.650	734.000	0.397	5.384	3.327	0.107	0.109	0.462	5.384	3.327	0.108	6.329	0.069	0.107	0.084
blast_predictions.tsv	cellular_component	0.660	717.000	0.381	5.140	3.343	0.106	0.105	0.451	5.140	3.343	0.106	6.131	0.069	0.102	0.082
blast_predictions.tsv	cellular_component	0.670	696.000	0.368	4.964	3.356	0.107	0.102	0.438	4.964	3.356	0.105	5.992	0.069	0.099	0.081
blast_predictions.tsv	cellular_component	0.680	687.000	0.357	4.767	3.367	0.108	0.099	0.432	4.767	3.367	0.103	5.836	0.070	0.096	0.081
blast_predictions.tsv	cellular_component	0.690	671.000	0.345	4.521	3.379	0.109	0.095	0.422	4.521	3.379	0.102	5.644	0.071	0.093	0.080
blast_predictions.tsv	cellular_component	0.700	658.000	0.334	4.397	3.390	0.111	0.093	0.414	4.397	3.390	0.101	5.552	0.071	0.090	0.079
blast_predictions.tsv	cellular_component	0.710	644.000	0.321	4.253	3.403	0.109	0.090	0.405	4.253	3.403	0.099	5.447	0.070	0.086	0.077
blast_predictions.tsv	cellular_component	0.720	628.000	0.304	4.130	3.419	0.105	0.086	0.395	4.130	3.419	0.095	5.362	0.069	0.082	0.075
blast_predictions.tsv	cellular_component	0.730	616.000	0.298	4.047	3.426	0.105	0.084	0.387	4.047	3.426	0.093	5.302	0.069	0.080	0.074
blast_predictions.tsv	cellular_component	0.740	604.000	0.287	3.943	3.436	0.105	0.081	0.380	3.943	3.436	0.091	5.231	0.068	0.077	0.072
blast_predictions.tsv	cellular_component	0.750	591.000	0.284	3.777	3.440	0.107	0.079	0.372	3.777	3.440	0.091	5.109	0.070	0.076	0.073
blast_predictions.tsv	cellular_component	0.760	575.000	0.267	3.557	3.457	0.104	0.075	0.362	3.557	3.457	0.087	4.960	0.070	0.072	0.071
blast_predictions.tsv	cellular_component	0.770	565.000	0.247	3.430	3.477	0.100	0.072	0.355	3.430	3.477	0.084	4.884	0.067	0.066	0.067
blast_predictions.tsv	cellular_component	0.780	555.000	0.244	3.274	3.480	0.101	0.071	0.349	3.274	3.480	0.083	4.778	0.069	0.066	0.067
blast_predictions.tsv	cellular_component	0.790	539.000	0.231	3.003	3.493	0.099	0.068	0.339	3.003	3.493	0.081	4.606	0.071	0.062	0.066
blast_predictions.tsv	cellular_component	0.800	531.000	0.219	2.940	3.505	0.096	0.066	0.334	2.940	3.505	0.078	4.575	0.069	0.059	0.064
blast_predictions.tsv	cellular_component	0.810	513.000	0.203	2.808	3.521	0.096	0.062	0.323	2.808	3.521	0.076	4.504	0.067	0.055	0.060
blast_predictions.tsv	cellular_component	0.820	496.000	0.189	2.690	3.535	0.092	0.059	0.312	2.690	3.535	0.072	4.442	0.066	0.051	0.057
blast_predictions.tsv	cellular_component	0.830	475.000	0.177	2.571	3.547	0.090	0.055	0.299	2.571	3.547	0.068	4.380	0.065	0.048	0.055
blast_predictions.tsv	cellular_component	0.840	463.000	0.169	2.497	3.555	0.089	0.052	0.291	2.497	3.555	0.066	4.344	0.063	0.045	0.053
blast_predictions.tsv	cellular_component	0.850	439.000	0.153	2.317	3.571	0.084	0.049	0.276	2.317	3.571	0.062	4.257	0.062	0.041	0.049
blast_predictions.tsv	cellular_component	0.860	420.000	0.147	2.181	3.577	0.085	0.048	0.264	2.181	3.577	0.061	4.190	0.063	0.039	0.048
blast_predictions.tsv	cellular_component	0.870	406.000	0.140	1.983	3.584	0.083	0.044	0.255	1.983	3.584	0.058	4.096	0.066	0.037	0.048
blast_predictions.tsv	cellular_component	0.880	386.000	0.131	1.903	3.593	0.082	0.043	0.243	1.903	3.593	0.056	4.066	0.064	0.035	0.045
blast_predictions.tsv	cellular_component	0.890	363.000	0.126	1.824	3.597	0.082	0.041	0.228	1.824	3.597	0.055	4.033	0.065	0.034	0.045
blast_predictions.tsv	cellular_component	0.900	343.000	0.117	1.694	3.607	0.083	0.038	0.216	1.694	3.607	0.053	3.985	0.065	0.031	0.042
blast_predictions.tsv	cellular_component	0.910	318.000	0.110	1.553	3.614	0.083	0.035	0.200	1.553	3.614	0.049	3.934	0.066	0.030	0.041
blast_predictions.tsv	cellular_component	0.920	293.000	0.106	1.474	3.618	0.088	0.033	0.184	1.474	3.618	0.048	3.906	0.067	0.029	0.040
blast_predictions.tsv	cellular_component	0.930	268.000	0.100	1.342	3.624	0.094	0.032	0.169	1.342	3.624	0.047	3.864	0.069	0.027	0.039
blast_predictions.tsv	cellular_component	0.940	230.000	0.088	1.153	3.636	0.092	0.025	0.145	1.153	3.636	0.040	3.814	0.071	0.024	0.035
blast_predictions.tsv	cellular_component	0.950	196.000	0.072	0.987	3.652	0.094	0.021	0.123	0.987	3.652	0.035	3.783	0.068	0.019	0.030
blast_predictions.tsv	cellular_component	0.960	174.000	0.065	0.881	3.658	0.098	0.020	0.109	0.881	3.658	0.033	3.763	0.069	0.018	0.028
blast_predictions.tsv	cellular_component	0.970	137.000	0.048	0.719	3.676	0.073	0.013	0.086	0.719	3.676	0.022	3.746	0.062	0.013	0.021
blast_predictions.tsv	cellular_component	0.980	103.000	0.031	0.549	3.692	0.070	0.009	0.065	0.549	3.692	0.016	3.733	0.054	0.008	0.015
blast_predictions.tsv	cellular_component	0.990	67.000	0.018	0.364	3.706	0.072	0.006	0.042	0.364	3.706	0.011	3.724	0.046	0.005	0.009
prott5_predictions.tsv	biological_process	0.010	2376.000	12.731	3792.837	1.048	0.003	0.918	1.000	3792.837	1.048	0.007	3792.837	0.003	0.924	0.007
prott5_predictions.tsv	biological_process	0.020	2376.000	12.731	3792.837	1.048	0.003	0.918	1.000	3792.837	1.048	0.007	3792.837	0.003	0.924	0.007
prott5_predictions.tsv	biological_process	0.030	2376.000	12.731	3792.837	1.048	0.003	0.918	1.000	3792.837	1.048	0.007	3792.837	0.003	0.924	0.007
prott5_predictions.tsv	biological_process	0.040	2376.000	12.731	3792.837	1.048	0.003	0.918	1.000	3792.837	1.048	0.007	3792.837	0.003	0.924	0.007
prott5_predictions.tsv	biological_process	0.050	2376.000	12.731	3792.837	1.048	0.003	0.918	1.000	3792.837	1.048	0.007	3792.837	0.003	0.924	0.007
prott5_predictions.tsv	biological_process	0.060	2376.000	12.731	3792.837	1.048	0.003	0.918	1.000	3792.837	1.048	0.007	3792.837	0.003	0.924	0.007
prott5_predictions.tsv	biological_process	0.070	2376.000	12.731	3792.837	1.048	0.003	0.918	1.000	3792.837	1.048	0.007	3792.837	0.003	0.924	0.007
prott5_predictions.tsv	biological_process	0.080	2376.000	12.731	3792.837	1.048	0.003	0.918	1.000	3792.837	1.048	0.007	3792.837	0.003	0.924	0.007
prott5_predictions.tsv	biological_process	0.090	2376.000	12.731	3792.627	1.048	0.003	0.918	1.000	3792.627	1.048	0.007	3792.627	0.003	0.924	0.007
prott5_predictions.tsv	biological_process	0.100	2376.000	12.730	3792.418	1.048	0.003	0.917	1.000	3792.418	1.048	0.007	3792.418	0.003	0.924	0.007
prott5_predictions.tsv	biological_process	0.110	2376.000	12.730	3792.278	1.048	0.003	0.917	1.000	3792.278	1.048	0.007	3792.278	0.003	0.924	0.007
prott5_predictions.tsv	biological_process	0.120	2376.000	12.730	3792.213	1.048	0.003	0.917	1.000	3792.213	1.048	0.007	3792.213	0.003	0.924	0.007
prott5_predictions.tsv	biological_process	0.130	2376.000	12.730	3792.167	1.048	0.003	0.917	1.000	3792.167	1.048	0.007	3792.167	0.003	0.924	0.007
prott5_predictions.tsv	biological_process	0.140	2376.000	12.730	3791.785	1.048	0.003	0.917	1.000	3791.785	1.048	0.007	3791.785	0.003	0.924	0.007
prott5_predictions.tsv	biological_process	0.150	2376.000	12.730	3791.461	1.048	0.003	0.917	1.000	3791.461	1.048	0.007	3791.461	0.003	0.924	0.007
prott5_predictions.tsv	biological_process	0.160	2376.000	12.730	3791.369	1.048	0.003	0.917	1.000	3791.369	1.048	0.007	3791.369	0.003	0.924	0.007
prott5_predictions.tsv	biological_process	0.170	2376.000	12.730	3791.265	1.048	0.003	0.917	1.000	3791.265	1.048	0.007	3791.265	0.003	0.924	0.007
prott5_predictions.tsv	biological_process	0.180	2376.000	12.730	3791.191	1.048	0.003	0.917	1.000	3791.191	1.048	0.007	3791.192	0.003	0.924	0.007
prott5_predictions.tsv	biological_process	0.190	2376.000	12.730	3791.110	1.048	0.003	0.917	1.000	3791.110	1.048	0.007	3791.110	0.003	0.924	0.007
prott5_predictions.tsv	biological_process	0.200	2376.000	12.730	3791.050	1.048	0.003	0.917	1.000	3791.050	1.048	0.007	3791.050	0.003	0.924	0.007
prott5_predictions.tsv	biological_process	0.210	2376.000	12.730	3790.976	1.048	0.003	0.917	1.000	3790.976	1.048	0.007	3790.977	0.003	0.924	0.007
prott5_predictions.tsv	biological_process	0.220	2376.000	12.730	3790.957	1.048	0.003	0.917	1.000	3790.957	1.048	0.007	3790.957	0.003	0.924	0.007
prott5_predictions.tsv	biological_process	0.230	2376.000	12.730	3790.907	1.048	0.003	0.917	1.000	3790.907	1.048	0.007	3790.908	0.003	0.924	0.007
prott5_predictions.tsv	biological_process	0.240	2376.000	12.730	3790.871	1.048	0.003	0.917	1.000	3790.871	1.048	0.007	3790.871	0.003	0.924	0.007
prott5_predictions.tsv	biological_process	0.250	2376.000	12.730	3790.832	1.048	0.003	0.917	1.000	3790.832	1.048	0.007	3790.832	0.003	0.924	0.007
prott5_predictions.tsv	biological_process	0.260	2376.000	12.729	3790.802	1.049	0.003	0.917	1.000	3790.802	1.049	0.007	3790.802	0.003	0.924	0.007
prott5_predictions.tsv	biological_process	0.270	2376.000	12.729	3790.785	1.049	0.003	0.917	1.000	3790.785	1.049	0.007	3790.785	0.003	0.924	0.007
prott5_predictions.tsv	biological_process	0.280	2376.000	12.729	3790.753	1.049	0.003	0.917	1.000	3790.753	1.049	0.007	3790.753	0.003	0.924	0.007
prott5_predictions.tsv	biological_process	0.290	2376.000	12.725	3790.439	1.054	0.003	0.917	1.000	3790.439	1.054	0.007	3790.440	0.003	0.924	0.007
prott5_predictions.tsv	biological_process	0.300	2376.000	12.719	3790.027	1.059	0.003	0.917	1.000	3790.027	1.059	0.007	3790.028	0.003	0.923	0.007
prott5_predictions.tsv	biological_process	0.310	2376.000	12.713	3789.580	1.065	0.003	0.917	1.000	3789.580	1.065	0.007	3789.580	0.003	0.923	0.007
prott5_predictions.tsv	biological_process	0.320	2376.000	12.711	3789.260	1.067	0.003	0.917	1.000	3789.260	1.067	0.007	3789.260	0.003	0.923	0.007
prott5_predictions.tsv	biological_process	0.330	2376.000	12.710	3789.142	1.068	0.003	0.917	1.000	3789.142	1.068	0.007	3789.142	0.003	0.922	0.007
prott5_predictions.tsv	biological_process	0.340	2376.000	12.707	3788.958	1.071	0.003	0.917	1.000	3788.958	1.071	0.007	3788.958	0.003	0.922	0.007
prott5_predictions.tsv	biological_process	0.350	2376.000	12.706	3788.758	1.072	0.003	0.917	1.000	3788.758	1.072	0.007	3788.759	0.003	0.922	0.007
prott5_predictions.tsv	biological_process	0.360	2376.000	12.705	3788.242	1.073	0.003	0.917	1.000	3788.242	1.073	0.007	3788.243	0.003	0.922	0.007
prott5_predictions.tsv	biological_process	0.370	2375.000	12.700	3787.763	1.078	0.003	0.917	1.000	3787.763	1.078	0.007	3787.764	0.003	0.922	0.007
prott5_predictions.tsv	biological_process	0.380	2375.000	12.699	3787.247	1.080	0.003	0.917	1.000	3787.247	1.080	0.007	3787.247	0.003	0.922	0.007
prott5_predictions.tsv	biological_process	0.390	2375.000	12.697	3786.393	1.082	0.003	0.917	1.000	3786.393	1.082	0.007	3786.393	0.003	0.921	0.007
prott5_predictions.tsv	biological_process	0.400	2375.000	12.691	3785.415	1.088	0.003	0.916	1.000	3785.415	1.088	0.007	3785.415	0.003	0.921	0.007
prott5_predictions.tsv	biological_process	0.410	2375.000	12.687	3784.026	1.091	0.003	0.916	1.000	3784.026	1.091	0.007	3784.026	0.003	0.921	0.007
prott5_predictions.tsv	biological_process	0.420	2375.000	12.687	3783.055	1.091	0.003	0.916	1.000	3783.055	1.091	0.007	3783.055	0.003	0.921	0.007
prott5_predictions.tsv	biological_process	0.430	2375.000	12.684	3781.786	1.094	0.003	0.916	1.000	3781.786	1.094	0.007	3781.786	0.003	0.921	0.007
prott5_predictions.tsv	biological_process	0.440	2375.000	12.682	3779.974	1.096	0.004	0.916	1.000	3779.974	1.096	0.007	3779.974	0.003	0.920	0.007
prott5_predictions.tsv	biological_process	0.450	2375.000	12.679	3778.389	1.099	0.004	0.915	1.000	3778.389	1.099	0.007	3778.389	0.003	0.920	0.007
prott5_predictions.tsv	biological_process	0.460	2375.000	12.677	3776.685	1.102	0.004	0.915	1.000	3776.685	1.102	0.007	3776.685	0.003	0.920	0.007
prott5_predictions.tsv	biological_process	0.470	2375.000	12.673	3774.888	1.106	0.004	0.915	1.000	3774.888	1.106	0.007	3774.889	0.003	0.920	0.007
prott5_predictions.tsv	biological_process	0.480	2375.000	12.668	3771.898	1.110	0.004	0.915	1.000	3771.898	1.110	0.007	3771.898	0.003	0.919	0.007
prott5_predictions.tsv	biological_process	0.490	2375.000	12.661	3767.221	1.117	0.004	0.914	1.000	3767.221	1.117	0.007	3767.221	0.003	0.919	0.007
prott5_predictions.tsv	biological_process	0.500	2375.000	12.652	3763.110	1.127	0.004	0.914	1.000	3763.110	1.127	0.007	3763.110	0.003	0.918	0.007
prott5_predictions.tsv	biological_process	0.510	2375.000	12.648	3757.642	1.131	0.004	0.913	1.000	3757.642	1.131	0.007	3757.642	0.003	0.918	0.007
prott5_predictions.tsv	biological_process	0.520	2375.000	12.638	3751.385	1.141	0.004	0.913	1.000	3751.385	1.141	0.007	3751.385	0.003	0.917	0.007
prott5_predictions.tsv	biological_process	0.530	2375.000	12.623	3745.104	1.155	0.004	0.912	1.000	3745.104	1.155	0.008	3745.105	0.003	0.916	0.007
prott5_predictions.tsv	biological_process	0.540	2375.000	12.601	3738.530	1.178	0.004	0.910	1.000	3738.530	1.178	0.008	3738.530	0.003	0.915	0.007
prott5_predictions.tsv	biological_process	0.550	2374.000	12.577	3727.556	1.202	0.004	0.908	0.999	3727.556	1.202	0.008	3727.556	0.003	0.913	0.007
prott5_predictions.tsv	biological_process	0.560	2374.000	12.551	3713.607	1.228	0.004	0.907	0.999	3713.607	1.228	0.008	3713.607	0.003	0.911	0.007
prott5_predictions.tsv	biological_process	0.570	2372.000	12.508	3694.537	1.271	0.004	0.904	0.998	3694.537	1.271	0.008	3694.537	0.003	0.908	0.007
prott5_predictions.tsv	biological_process	0.580	2370.000	12.463	3674.653	1.316	0.004	0.901	0.997	3674.653	1.316	0.009	3674.653	0.003	0.905	0.007
prott5_predictions.tsv	biological_process	0.590	2368.000	12.408	3649.178	1.370	0.005	0.897	0.997	3649.178	1.370	0.009	3649.179	0.003	0.901	0.007
