EntryID	term	aspect
P0DXF3	GO:0050789	P
P0DXF3	GO:0051246	P
P0DXF3	GO:0010605	P
P0DXF3	GO:0048523	P
P0DXF3	GO:1905907	P
P0DXF3	GO:1902903	P
P0DXF4	GO:0008150	P
P0DXF4	GO:0044238	P
P0DXF4	GO:1990000	P
P0DXF4	GO:0009987	P
P0DXF4	GO:0071840	P
P0DXF4	GO:0043170	P
P0DXF4	GO:0008152	P
P0DXF4	GO:0019538	P
P0DXF4	GO:0097435	P
P0DXF4	GO:0016043	P
P0DXF5	GO:0008150	P
P0DXF5	GO:0044238	P
P0DXF5	GO:1990000	P
P0DXF5	GO:0009987	P
P0DXF5	GO:0071840	P
P0DXF5	GO:0043170	P
P0DXF5	GO:0008152	P
P0DXF5	GO:0019538	P
P0DXF5	GO:0097435	P
P0DXF5	GO:0016043	P
P10186	GO:0052031	P
P10186	GO:0008150	P
P10186	GO:0044003	P
P10186	GO:0044419	P
P10186	GO:0035821	P
P10186	GO:0044403	P
P10186	GO:0051701	P
P10205	GO:0052031	P
P10205	GO:0052562	P
P10205	GO:0052170	P
P10205	GO:0008150	P
P10205	GO:0039537	P
P10205	GO:0052553	P
P10205	GO:0052078	P
P10205	GO:0044003	P
P10205	GO:0044419	P
P10205	GO:0035821	P
P10205	GO:0052029	P
P10205	GO:0044403	P
P10205	GO:0052167	P
P10205	GO:0051701	P
P10205	GO:0141074	P
P10205	GO:0052027	P
P10205	GO:0044068	P
P10949	GO:0003674	F
P10949	GO:0016817	F
P10949	GO:0003824	F
P10949	GO:0003924	F
P10949	GO:0016462	F
P10949	GO:0003925	F
P10949	GO:0017111	F
P10949	GO:0016818	F
P10949	GO:0016787	F
P10949	GO:0098772	F
P13832	GO:0032991	C
P13832	GO:0005575	C
P14188	GO:0065007	P
P14188	GO:0050794	P
P14188	GO:0043066	P
P14188	GO:0043523	P
P14188	GO:0042981	P
P14188	GO:0050789	P
P14188	GO:0008150	P
P14188	GO:0043067	P
P14188	GO:0043524	P
P14188	GO:0043069	P
P14188	GO:0048523	P
P14188	GO:0048519	P
P14203	GO:0003674	F
P14203	GO:0042578	F
P14203	GO:0016787	F
P14203	GO:0003824	F
P14203	GO:0008081	F
P14203	GO:0071111	F
P14203	GO:0016788	F
P16128	GO:0043233	C
P16128	GO:0043226	C
P16128	GO:0000228	C
P16128	GO:0099086	C
P16128	GO:0031981	C
P16128	GO:0005575	C
P16128	GO:0070013	C
P16128	GO:0000794	C
P16128	GO:0005634	C
P16128	GO:0005694	C
P16128	GO:0043231	C
P16128	GO:0110165	C
P16128	GO:0043228	C
P16128	GO:0000795	C
P16128	GO:0031974	C
P16128	GO:0043232	C
P16128	GO:0043229	C
P16128	GO:0043227	C
P16128	GO:0005622	C
P16128	GO:0000793	C
P16396	GO:0110165	C
P16396	GO:0005575	C
P16396	GO:0030312	C
P16396	GO:0071944	C
P16396	GO:0009274	C
P16396	GO:0005618	C
P16396	GO:0008236	F
P16396	GO:0003674	F
P16396	GO:0003824	F
P16396	GO:0008233	F
P16396	GO:0017171	F
P16396	GO:0140096	F
P16396	GO:0016787	F
P16396	GO:0065007	P
P16396	GO:0008150	P
P16396	GO:0010467	P
P16396	GO:0007267	P
P16396	GO:0023052	P
P16396	GO:0051606	P
P16396	GO:0060245	P
P16396	GO:0009987	P
P16396	GO:0140448	P
P16396	GO:0009058	P
P16396	GO:0006508	P
P16396	GO:0008152	P
P16396	GO:0019538	P
P16396	GO:0043170	P
P16396	GO:0050789	P
P16396	GO:0016485	P
P16396	GO:0009595	P
P16396	GO:0009372	P
P16396	GO:0007154	P
P16396	GO:0051604	P
P16396	GO:0050896	P
P16396	GO:0044238	P
P16396	GO:0009607	P
P16396	GO:0009059	P
P18087	GO:0090075	P
P18087	GO:0003008	P
P18087	GO:0008150	P
P18087	GO:0032501	P
P18087	GO:0003012	P
P18130	GO:0003674	F
P18130	GO:0038023	F
P18130	GO:0008227	F
P18130	GO:0004937	F
P18130	GO:0004888	F
P18130	GO:0004936	F
P18130	GO:0004935	F
P18130	GO:0004930	F
P18130	GO:0060089	F
P18889	GO:0003674	F
P18889	GO:0046992	F
P18889	GO:0003824	F
P18889	GO:0004800	F
P18889	GO:0016491	F
P18889	GO:0065007	P
P18889	GO:0006575	P
P18889	GO:0008150	P
P18889	GO:0002237	P
P18889	GO:0032496	P
P18889	GO:0042403	P
P18889	GO:0009605	P
P18889	GO:0009617	P
P18889	GO:0009987	P
P18889	GO:0044419	P
P18889	GO:0042221	P
P18889	GO:0008152	P
P18889	GO:0033993	P
P18889	GO:0010817	P
P18889	GO:0051707	P
P18889	GO:1901700	P
P18889	GO:0006590	P
P18889	GO:0050896	P
P18889	GO:0042445	P
P18889	GO:0009607	P
P18889	GO:0043207	P
P18889	GO:0018958	P
P18889	GO:0065008	P
P19809	GO:0110165	C
P19809	GO:0005575	C
P19809	GO:0030312	C
P19809	GO:0019867	C
P19809	GO:0009279	C
P19809	GO:0030313	C
P19809	GO:0071944	C
P19809	GO:0009986	C
P19809	GO:0016020	C
P19809	GO:0003674	F
P19809	GO:0005488	F
P19809	GO:0042803	F
P19809	GO:0005539	F
P19809	GO:0046983	F
P19809	GO:0005515	F
P19809	GO:0042802	F
P19809	GO:0097367	F
P19809	GO:0042834	F
P19809	GO:0141060	P
P19809	GO:0007155	P
P19809	GO:0008150	P
P19809	GO:0141146	P
P19809	GO:0052111	P
P19809	GO:0009987	P
P19809	GO:0044419	P
P19809	GO:0098609	P
P20056	GO:0065007	P
P20056	GO:0090257	P
P20056	GO:0045777	P
P20056	GO:0045933	P
P20056	GO:0008150	P
P20056	GO:0032501	P
P20056	GO:0044057	P
P20056	GO:0003013	P
P20056	GO:0008217	P
P20056	GO:0051240	P
P20056	GO:0006937	P
P20056	GO:0006940	P
P20056	GO:0045987	P
P20056	GO:0050789	P
P20056	GO:0008015	P
P20056	GO:0048518	P
P20056	GO:0051239	P
P20056	GO:0003008	P
P20056	GO:0065008	P
P20472	GO:0046872	F
P20472	GO:0003674	F
P20472	GO:0005488	F
P20472	GO:0043167	F
P20472	GO:0036094	F
P20472	GO:0005509	F
P20472	GO:0043169	F
P21648	GO:0110165	C
P21648	GO:0005575	C
P21648	GO:0030312	C
P21648	GO:0019867	C
P21648	GO:0009279	C
P21648	GO:0030313	C
P21648	GO:0071944	C
P21648	GO:0016020	C
P22287	GO:0140590	P
P22287	GO:0075136	P
P22287	GO:0052170	P
P22287	GO:0008150	P
P22287	GO:0044403	P
P22287	GO:0052031	P
P22287	GO:0009605	P
P22287	GO:0052553	P
P22287	GO:0044003	P
P22287	GO:0044419	P
P22287	GO:0052200	P
P22287	GO:0140404	P
P22287	GO:0140418	P
P22287	GO:0140415	P
P22287	GO:0052562	P
P22287	GO:0051707	P
P22287	GO:0035821	P
P22287	GO:0080185	P
P22287	GO:0044068	P
P22287	GO:0050896	P
P22287	GO:0009607	P
P22287	GO:0043207	P
P22287	GO:0140403	P
P22287	GO:0052042	P
P22287	GO:0052158	P
P22287	GO:0030682	P
P22287	GO:0052167	P
P22287	GO:0052040	P
P22287	GO:0051701	P
P22287	GO:0034055	P
P22844	GO:0005694	C
P22844	GO:0110165	C
P22844	GO:0043229	C
P22844	GO:0043232	C
P22844	GO:0005575	C
P22844	GO:0000785	C
P22844	GO:0043226	C
P22844	GO:0043228	C
P22844	GO:0000792	C
P22844	GO:0005622	C
P22844	GO:0003674	F
P22844	GO:0005198	F
P22844	GO:0030527	F
P22844	GO:0051276	P
P22844	GO:0030261	P
P22844	GO:0008150	P
P22844	GO:0009987	P
P22844	GO:0071840	P
P22844	GO:0016043	P
P22844	GO:0006996	P
P22947	GO:0110165	C
P22947	GO:0005576	C
P22947	GO:0005575	C
P22947	GO:0003674	F
P22947	GO:0090729	F
P22947	GO:0044472	P
P22947	GO:0140134	P
P22947	GO:0008150	P
P22947	GO:0035738	P
P22947	GO:0044419	P
P22947	GO:0044560	P
P22947	GO:0035821	P
P22947	GO:0044473	P
P22947	GO:0044551	P
P24381	GO:0110165	C
P24381	GO:0018995	C
P24381	GO:0033643	C
P24381	GO:0005575	C
P24381	GO:0033644	C
P24381	GO:0044217	C
P24381	GO:0003674	F
P24381	GO:0016301	F
P24381	GO:0003824	F
P24381	GO:0016773	F
P24381	GO:0016740	F
P24381	GO:0004672	F
P24381	GO:0140096	F
P24381	GO:0004674	F
P24381	GO:0016772	F
P24381	GO:0065007	P
P24381	GO:0052150	P
P24381	GO:0008150	P
P24381	GO:0039537	P
P24381	GO:0052170	P
P24381	GO:0044403	P
P24381	GO:0052031	P
P24381	GO:0052553	P
P24381	GO:0039548	P
P24381	GO:0044003	P
P24381	GO:0044419	P
P24381	GO:0052027	P
P24381	GO:0051709	P
P24381	GO:0050794	P
P24381	GO:0052562	P
P24381	GO:0050789	P
P24381	GO:0046794	P
P24381	GO:0016032	P
P24381	GO:0052078	P
P24381	GO:0052041	P
P24381	GO:0035821	P
P24381	GO:0052029	P
P24381	GO:0075733	P
P24381	GO:0044068	P
P24381	GO:0031341	P
P24381	GO:0019058	P
P24381	GO:0033668	P
P24381	GO:0051701	P
P24381	GO:0052040	P
P24381	GO:0052167	P
P24382	GO:0110165	C
P24382	GO:0018995	C
P24382	GO:0033643	C
P24382	GO:0005575	C
P24382	GO:0030430	C
P24382	GO:0043656	C
P24382	GO:0033646	C
P24382	GO:0044217	C
P24382	GO:0052031	P
P24382	GO:0052562	P
P24382	GO:0052170	P
P24382	GO:0008150	P
P24382	GO:0039537	P
P24382	GO:0052553	P
P24382	GO:0052078	P
P24382	GO:0044003	P
P24382	GO:0044419	P
P24382	GO:0035821	P
P24382	GO:0052029	P
P24382	GO:0044403	P
P24382	GO:0052167	P
P24382	GO:0051701	P
P24382	GO:0141074	P
P24382	GO:0052027	P
P24382	GO:0044068	P
P24735	GO:0065007	P
P24735	GO:0065009	P
P24735	GO:0008150	P
P24735	GO:0033252	P
P24735	GO:0050790	P
P24735	GO:0051336	P
P26213	GO:0003674	F
P26213	GO:0004553	F
P26213	GO:0003824	F
P26213	GO:0004650	F
P26213	GO:0016798	F
P26213	GO:0016787	F
P26376	GO:0008150	P
P26376	GO:0055007	P
P26376	GO:0072359	P
P26376	GO:0032501	P
P26376	GO:0035051	P
P26376	GO:0048856	P
P26376	GO:0007507	P
P26376	GO:0048738	P
P26376	GO:0014706	P
P26376	GO:0009888	P
P26376	GO:0060537	P
P26376	GO:0009987	P
P26376	GO:0032502	P
P26376	GO:0048869	P
P26376	GO:0048731	P
P26376	GO:0030154	P
P26376	GO:0048513	P
P26376	GO:0051146	P
P26376	GO:0007275	P
P26376	GO:0042692	P
P26376	GO:0061061	P
P29129	GO:0110165	C
P29129	GO:0018995	C
P29129	GO:0033643	C
P29129	GO:0005575	C
P29129	GO:0042025	C
P29129	GO:0030430	C
P29129	GO:0033648	C
P29129	GO:0043656	C
P29129	GO:0033647	C
P29129	GO:0033646	C
P29129	GO:0044217	C
P29129	GO:0039514	P
P29129	GO:0008150	P
P29129	GO:0052170	P
P29129	GO:0044403	P
P29129	GO:0052031	P
P29129	GO:0052553	P
P29129	GO:0044003	P
P29129	GO:0044419	P
P29129	GO:0052027	P
P29129	GO:0085032	P
P29129	GO:0039502	P
P29129	GO:0052562	P
P29129	GO:0039560	P
P29129	GO:0085034	P
P29129	GO:0035821	P
P29129	GO:0052029	P
P29129	GO:0044068	P
P29129	GO:0140886	P
P29129	GO:0051701	P
P29129	GO:0052167	P
P29141	GO:0110165	C
P29141	GO:0005575	C
P29141	GO:0030312	C
P29141	GO:0071944	C
P29141	GO:0009274	C
P29141	GO:0005618	C
P29141	GO:0008236	F
P29141	GO:0003674	F
P29141	GO:0003824	F
P29141	GO:0008233	F
P29141	GO:0017171	F
P29141	GO:0140096	F
P29141	GO:0016787	F
P29141	GO:0065007	P
P29141	GO:0008150	P
P29141	GO:0010467	P
P29141	GO:0007267	P
P29141	GO:0023052	P
P29141	GO:0051606	P
P29141	GO:0060245	P
P29141	GO:0009987	P
P29141	GO:0140448	P
P29141	GO:0009058	P
P29141	GO:0006508	P
P29141	GO:0008152	P
P29141	GO:0019538	P
P29141	GO:0043170	P
P29141	GO:0050789	P
P29141	GO:0016485	P
P29141	GO:0009595	P
P29141	GO:0009372	P
P29141	GO:0007154	P
P29141	GO:0051604	P
P29141	GO:0050896	P
P29141	GO:0044238	P
P29141	GO:0009607	P
P29141	GO:0009059	P
P30662	GO:0110165	C
P30662	GO:0018995	C
P30662	GO:0033643	C
P30662	GO:0005575	C
P30662	GO:0030430	C
P30662	GO:0043656	C
P30662	GO:0033646	C
P30662	GO:0044217	C
P30662	GO:0003674	F
P30662	GO:0016301	F
P30662	GO:0003824	F
P30662	GO:0016773	F
P30662	GO:0016740	F
P30662	GO:0004672	F
P30662	GO:0106310	F
P30662	GO:0140096	F
P30662	GO:0016772	F
P30662	GO:0071897	P
P30662	GO:0008150	P
P30662	GO:0052170	P
P30662	GO:0039537	P
P30662	GO:0044403	P
P30662	GO:0090304	P
P30662	GO:0052031	P
P30662	GO:0052553	P
P30662	GO:0009987	P
P30662	GO:0044003	P
P30662	GO:0044419	P
P30662	GO:0009058	P
P30662	GO:0008152	P
P30662	GO:0052027	P
P30662	GO:0085032	P
P30662	GO:0006139	P
P30662	GO:0043170	P
P30662	GO:0141187	P
P30662	GO:0052562	P
P30662	GO:0085034	P
P30662	GO:0016032	P
P30662	GO:0052078	P
P30662	GO:0035821	P
P30662	GO:0052029	P
P30662	GO:0006259	P
P30662	GO:0044068	P
P30662	GO:0141074	P
P30662	GO:0034654	P
P30662	GO:0019058	P
P30662	GO:0044238	P
P30662	GO:0009059	P
P30662	GO:0019079	P
P30662	GO:0052167	P
P30662	GO:0051701	P
P30662	GO:0039693	P
P32633	GO:0110165	C
P32633	GO:0005829	C
P32633	GO:0005575	C
P32633	GO:0005737	C
P32633	GO:0005622	C
P32687	GO:0005975	P
P32687	GO:0000271	P
P32687	GO:0016051	P
P32687	GO:0008150	P
P32687	GO:0044238	P
P32687	GO:0009987	P
P32687	GO:0009059	P
P32687	GO:0009058	P
P32687	GO:0005976	P
P32687	GO:0008152	P
P32687	GO:0043170	P
P32688	GO:0005975	P
P32688	GO:0000271	P
P32688	GO:0016051	P
P32688	GO:0008150	P
P32688	GO:0044238	P
P32688	GO:0009987	P
P32688	GO:0009059	P
P32688	GO:0009058	P
P32688	GO:0005976	P
P32688	GO:0008152	P
P32688	GO:0043170	P
P32689	GO:0005975	P
P32689	GO:0000271	P
P32689	GO:0016051	P
P32689	GO:0008150	P
P32689	GO:0044238	P
P32689	GO:0009987	P
P32689	GO:0009059	P
P32689	GO:0009058	P
P32689	GO:0005976	P
P32689	GO:0008152	P
P32689	GO:0043170	P
P32700	GO:0071467	P
P32700	GO:0050896	P
P32700	GO:0008150	P
P32700	GO:0010447	P
P32700	GO:0009987	P
P32700	GO:0071214	P
P32700	GO:0009268	P
P32700	GO:0071468	P
P32700	GO:0104004	P
P32700	GO:0009628	P
P32700	GO:0051716	P
P32728	GO:0110165	C
P32728	GO:0043229	C
P32728	GO:0043232	C
P32728	GO:0005575	C
P32728	GO:0043226	C
P32728	GO:0043228	C
P32728	GO:0043590	C
P32728	GO:0005622	C
P32728	GO:0009295	C
P32728	GO:0003677	F
P32728	GO:0003674	F
P32728	GO:0033204	F
P32728	GO:0140678	F
P32728	GO:0005488	F
P32728	GO:0004857	F
P32728	GO:0008428	F
P32728	GO:0003723	F
P32728	GO:0003676	F
P32728	GO:0030234	F
P32728	GO:0140721	F
P32728	GO:0098772	F
P32728	GO:0065007	P
P32728	GO:0008150	P
P32728	GO:0031670	P
P32728	GO:2001141	P
P32728	GO:0080090	P
P32728	GO:0000430	P
P32728	GO:0051716	P
P32728	GO:0010468	P
P32728	GO:0051252	P
P32728	GO:0031669	P
P32728	GO:0070887	P
P32728	GO:0009987	P
P32728	GO:0042221	P
P32728	GO:0060255	P
P32728	GO:0050794	P
P32728	GO:0031667	P
P32728	GO:0050789	P
P32728	GO:0019222	P
P32728	GO:0019219	P
P32728	GO:0006355	P
P32728	GO:0006357	P
P32728	GO:0009889	P
P32728	GO:0000429	P
P32728	GO:0046015	P
P32728	GO:0050896	P
P32728	GO:0045990	P
P32728	GO:0007584	P
P32728	GO:0010556	P
P34228	GO:0043231	C
P34228	GO:0110165	C
P34228	GO:0043229	C
P34228	GO:0005575	C
P34228	GO:0043226	C
P34228	GO:0005634	C
P34228	GO:0043227	C
P34228	GO:0005622	C
P34228	GO:0003700	F
P34228	GO:0003674	F
P34228	GO:0140110	F
P34228	GO:0065007	P
P34228	GO:0050794	P
P34228	GO:0010468	P
P34228	GO:0051252	P
P34228	GO:0050789	P
P34228	GO:0019222	P
P34228	GO:0008150	P
P34228	GO:0019219	P
P34228	GO:0006355	P
P34228	GO:0010556	P
P34228	GO:2001141	P
P34228	GO:0006357	P
P34228	GO:0009889	P
P34228	GO:0080090	P
P34228	GO:0060255	P
P34651	GO:0110165	C
P34651	GO:0043232	C
P34651	GO:0043229	C
P34651	GO:0005575	C
P34651	GO:0015630	C
P34651	GO:0005938	C
P34651	GO:0043226	C
P34651	GO:0005737	C
P34651	GO:0071944	C
P34651	GO:0043228	C
P34651	GO:0005815	C
P34651	GO:0005813	C
P34651	GO:0005622	C
P34651	GO:0005856	C
P34962	GO:0065007	P
P34962	GO:0051240	P
P34962	GO:0090257	P
P34962	GO:0006937	P
P34962	GO:0006940	P
P34962	GO:0045933	P
P34962	GO:0048518	P
P34962	GO:0051239	P
P34962	GO:0050789	P
P34962	GO:0008150	P
P34962	GO:0045987	P
P34962	GO:0044057	P
P34963	GO:0030545	F
P34963	GO:0003674	F
P34963	GO:0031839	F
P34963	GO:0048018	F
P34963	GO:0042922	F
P34963	GO:0071855	F
P34963	GO:0005488	F
P34963	GO:0001664	F
P34963	GO:0005515	F
P34963	GO:0030546	F
P34963	GO:0005102	F
P34963	GO:0140677	F
P34963	GO:0160041	F
P34963	GO:0098772	F
P34963	GO:0065007	P
P34963	GO:0090257	P
P34963	GO:0045933	P
P34963	GO:0008150	P
P34963	GO:0032501	P
P34963	GO:0044057	P
P34963	GO:0006939	P
P34963	GO:0023052	P
P34963	GO:0051716	P
P34963	GO:0003012	P
P34963	GO:0051240	P
P34963	GO:0006937	P
P34963	GO:0006940	P
P34963	GO:0045987	P
P34963	GO:0009987	P
P34963	GO:0050794	P
P34963	GO:0050789	P
P34963	GO:0007186	P
P34963	GO:0007154	P
P34963	GO:0050896	P
P34963	GO:0048518	P
P34963	GO:0051239	P
P34963	GO:0003008	P
P34963	GO:0006936	P
P34963	GO:0007165	P
P34963	GO:0007218	P
P34964	GO:0065007	P
P34964	GO:0090257	P
P34964	GO:0045777	P
P34964	GO:0045933	P
P34964	GO:0008150	P
P34964	GO:0032501	P
P34964	GO:0044057	P
P34964	GO:0003013	P
P34964	GO:0008217	P
P34964	GO:0051240	P
P34964	GO:0006937	P
P34964	GO:0006940	P
P34964	GO:0045987	P
P34964	GO:0050789	P
P34964	GO:0008015	P
P34964	GO:0048518	P
P34964	GO:0051239	P
P34964	GO:0003008	P
P34964	GO:0065008	P
P35623	GO:0003674	F
P35623	GO:0003824	F
P35623	GO:0016740	F
P35623	GO:0016742	F
P35623	GO:0016741	F
P35623	GO:0004372	F
P35623	GO:0043436	P
P35623	GO:0006575	P
P35623	GO:0006563	P
P35623	GO:0008150	P
P35623	GO:0044238	P
P35623	GO:0009987	P
P35623	GO:0046653	P
P35623	GO:0019752	P
P35623	GO:0006760	P
P35623	GO:0170033	P
P35623	GO:0044281	P
P35623	GO:0170039	P
P35623	GO:0006520	P
P35623	GO:0008152	P
P35623	GO:1901605	P
P35623	GO:0006082	P
P35623	GO:0042558	P
P36373	GO:0043231	C
P36373	GO:0110165	C
P36373	GO:0043229	C
P36373	GO:0099503	C
P36373	GO:0005575	C
P36373	GO:0043226	C
P36373	GO:0031410	C
P36373	GO:0005737	C
P36373	GO:0043227	C
P36373	GO:0001669	C
P36373	GO:0031982	C
P36373	GO:0005622	C
P36373	GO:0030141	C
P36373	GO:0045177	C
P36373	GO:0012505	C
P36373	GO:0097708	C
P36373	GO:0003674	F
P36373	GO:0003824	F
P36373	GO:0008233	F
P36373	GO:0140096	F
P36373	GO:0016787	F
P36373	GO:0004175	F
P36373	GO:0065007	P
P36373	GO:0043068	P
P36373	GO:0048583	P
P36373	GO:0008150	P
P36373	GO:0043065	P
P36373	GO:0043067	P
P36373	GO:0048522	P
P36373	GO:0031347	P
P36373	GO:0032101	P
P36373	GO:0008284	P
P36373	GO:0031349	P
P36373	GO:0042221	P
P36373	GO:0048584	P
P36373	GO:0050794	P
P36373	GO:0031667	P
P36373	GO:0050789	P
P36373	GO:0002675	P
P36373	GO:0050729	P
P36373	GO:0002673	P
P36373	GO:0042981	P
P36373	GO:0048518	P
P36373	GO:0050896	P
P36373	GO:0042127	P
P36373	GO:0007584	P
P36373	GO:0080134	P
P36373	GO:0032103	P
P36373	GO:0050727	P
P37306	GO:0003674	F
P37306	GO:0008804	F
P37306	GO:0016301	F
P37306	GO:0003824	F
P37306	GO:0016740	F
P37306	GO:0016774	F
P37306	GO:0016772	F
P37306	GO:0000256	P
P37306	GO:0008150	P
P37306	GO:0009987	P
P37306	GO:0008152	P
P37306	GO:0009056	P
P37306	GO:0000255	P
P37574	GO:0004518	F
P37574	GO:0004540	F
P37574	GO:0003674	F
P37574	GO:0043021	F
P37574	GO:0003824	F
P37574	GO:0140098	F
P37574	GO:0005488	F
P37574	GO:0004521	F
P37574	GO:0043022	F
P37574	GO:0140640	F
P37574	GO:0004519	F
P37574	GO:0044877	F
P37574	GO:0065007	P
P37574	GO:0008150	P
P37574	GO:0006401	P
P37574	GO:0009056	P
P37574	GO:0090304	P
P37574	GO:0010468	P
P37574	GO:0010558	P
P37574	GO:0009987	P
P37574	GO:0008152	P
P37574	GO:0141188	P
P37574	GO:0034655	P
P37574	GO:0006139	P
P37574	GO:0060255	P
P37574	GO:0048519	P
P37574	GO:0043170	P
P37574	GO:0006402	P
P37574	GO:0016071	P
P37574	GO:0009892	P
P37574	GO:0050794	P
P37574	GO:0050789	P
P37574	GO:0019222	P
P37574	GO:0010605	P
P37574	GO:0009889	P
P37574	GO:0009890	P
P37574	GO:0010629	P
P37574	GO:0044238	P
P37574	GO:0010556	P
P37574	GO:0048523	P
P37574	GO:0016070	P
P37574	GO:0009057	P
P38491	GO:0110165	C
P38491	GO:0019897	C
P38491	GO:0005575	C
P38491	GO:0019898	C
P38491	GO:0005886	C
P38491	GO:0071944	C
P38491	GO:0005737	C
P38491	GO:0016020	C
P38491	GO:0005622	C
P38491	GO:0003674	F
P38491	GO:1901363	F
P38491	GO:0019001	F
P38491	GO:0032553	F
P38491	GO:0000166	F
P38491	GO:0005488	F
P38491	GO:0043167	F
P38491	GO:0035438	F
P38491	GO:0032555	F
P38491	GO:0017076	F
P38491	GO:0036094	F
P38491	GO:0030551	F
P38491	GO:0032561	F
P38491	GO:1901265	F
P38491	GO:0097367	F
P38491	GO:0043168	F
P38491	GO:0065007	P
P38491	GO:1902021	P
P38491	GO:2000146	P
P38491	GO:0050794	P
P38491	GO:0050789	P
P38491	GO:0008150	P
P38491	GO:0040013	P
P38491	GO:2000145	P
P38491	GO:1902201	P
P38491	GO:0048523	P
P38491	GO:0040012	P
P38491	GO:0048519	P
P39484	GO:0003674	F
P39484	GO:0003824	F
P39484	GO:0047936	F
P39484	GO:0047934	F
P39484	GO:0016614	F
P39484	GO:0004344	F
P39484	GO:0016491	F
P39484	GO:0016616	F
P40058	GO:0110165	C
P40058	GO:0043232	C
P40058	GO:0043229	C
P40058	GO:0005575	C
P40058	GO:0005811	C
P40058	GO:0043226	C
P40058	GO:0043228	C
P40058	GO:0005622	C
P40058	GO:0003674	F
P40058	GO:0030674	F
P40058	GO:0060090	F
P40058	GO:0051234	P
P40058	GO:0031887	P
P40058	GO:0046907	P
P40058	GO:0008150	P
P40058	GO:0051641	P
P40058	GO:0007018	P
P40058	GO:0030705	P
P40058	GO:0010970	P
P40058	GO:0009987	P
P40058	GO:0051640	P
P40058	GO:0051649	P
P40058	GO:0099111	P
P40058	GO:0007017	P
P40058	GO:0072384	P
P40058	GO:0051656	P
P40058	GO:0006810	P
P40058	GO:0051179	P
P40575	GO:0110165	C
P40575	GO:0005829	C
P40575	GO:0005575	C
P40575	GO:0005737	C
P40575	GO:0005622	C
P40709	GO:0110165	C
P40709	GO:0005575	C
P40709	GO:0030312	C
P40709	GO:0030313	C
P40709	GO:0071944	C
P40709	GO:0009276	C
P40709	GO:0009274	C
P40709	GO:0005618	C
P40709	GO:0003674	F
P40709	GO:0005543	F
P40709	GO:1901612	F
P40709	GO:1901611	F
P40709	GO:0005488	F
P40709	GO:0043167	F
P40709	GO:0036094	F
P40709	GO:0008289	F
P40709	GO:0043168	F
P40709	GO:0008150	P
P40709	GO:0071709	P
P40709	GO:0061024	P
P40709	GO:0044085	P
P40709	GO:0009987	P
P40709	GO:0071840	P
P40709	GO:0044091	P
P40709	GO:0043165	P
P40709	GO:0043163	P
P40709	GO:0022607	P
P40709	GO:0016043	P
P40709	GO:0045229	P
P40755	GO:0003674	F
P40755	GO:0008200	F
P40755	GO:0140678	F
P40755	GO:0016248	F
P40755	GO:0141110	F
P40755	GO:0099106	F
P40755	GO:0015459	F
P40755	GO:0016247	F
P40755	GO:0141108	F
P40755	GO:0019870	F
P40755	GO:0098772	F
P40755	GO:0008150	P
P40755	GO:0035738	P
P40755	GO:0044560	P
P40755	GO:0044419	P
P40755	GO:0035821	P
P40755	GO:0044559	P
P41149	GO:0003674	F
P41149	GO:0004978	F
P41149	GO:0038023	F
P41149	GO:0004977	F
P41149	GO:0004888	F
P41149	GO:0001653	F
P41149	GO:0008528	F
P41149	GO:0004980	F
P41149	GO:0004930	F
P41149	GO:0060089	F
P41149	GO:0008188	F
P41149	GO:0065007	P
P41149	GO:0060627	P
P41149	GO:1902533	P
P41149	GO:0048583	P
P41149	GO:0008150	P
P41149	GO:0070374	P
P41149	GO:0070372	P
P41149	GO:0010646	P
P41149	GO:0032501	P
P41149	GO:0023056	P
P41149	GO:0048522	P
P41149	GO:0048585	P
P41149	GO:1903532	P
P41149	GO:0051050	P
P41149	GO:0002682	P
P41149	GO:0023051	P
P41149	GO:0050777	P
P41149	GO:0048519	P
P41149	GO:0048584	P
P41149	GO:0043408	P
P41149	GO:0050794	P
P41149	GO:0051049	P
P41149	GO:1903530	P
P41149	GO:0050789	P
P41149	GO:0032879	P
P41149	GO:0043410	P
P41149	GO:0042592	P
P41149	GO:0002683	P
P41149	GO:0045921	P
P41149	GO:1902531	P
P41149	GO:0017157	P
P41149	GO:0050776	P
P41149	GO:0048518	P
P41149	GO:0009967	P
P41149	GO:0009966	P
P41149	GO:0010647	P
P41149	GO:0001659	P
P41149	GO:0048871	P
P41149	GO:0051046	P
P41149	GO:0051047	P
P43261	GO:0110165	C
P43261	GO:0005575	C
P43261	GO:0030312	C
P43261	GO:0019867	C
P43261	GO:0009279	C
P43261	GO:0030313	C
P43261	GO:0071944	C
P43261	GO:0009986	C
P43261	GO:0016020	C
P44514	GO:0046872	F
P44514	GO:0003674	F
P44514	GO:0005488	F
P44514	GO:0046914	F
P44514	GO:0042803	F
P44514	GO:0043167	F
P44514	GO:0003824	F
P44514	GO:0016810	F
P44514	GO:0050897	F
P44514	GO:0016811	F
P44514	GO:0036094	F
P44514	GO:0046983	F
P44514	GO:0005515	F
P44514	GO:0042802	F
P44514	GO:0008270	F
P44514	GO:0043169	F
P44514	GO:0009014	F
P44514	GO:0016787	F
P44514	GO:0009089	P
P44514	GO:0008150	P
P44514	GO:0170033	P
P44514	GO:0019877	P
P44514	GO:0016053	P
